PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,Reading
0.9205312812404618,-0.9637118323964883,-0.9090041606272081,-0.7615231307981754,-0.16534917619737088,-1.2618444812111358,0.3177607252936821,-0.13092377818857148,1
0.5075967356746834,-1.0818242737240564,-0.9058715406639046,-0.8345887052422599,-0.05505550459125911,-1.1948190737288116,0.21930057146808216,-0.16118870096936322,1
-0.2287975395569449,0.22460464857424892,-0.46082370416241375,-0.09739296437793556,-0.6063353433852394,-1.5713977357658286,0.2225279207207704,0.0732764467490856,1
0.39998327818707685,0.6095818995418493,-0.3100897817234353,0.07971194593629376,-0.5675540203062127,-1.601490458299238,0.4086167234760515,-0.019205561097109157,1
-0.22261938320077831,1.3842863758609503,-0.11079676070926552,-0.3884122349341117,0.667653305582174,-1.2438437407982526,0.5528352168012576,-0.14033993059632366,1
1.8320108641531363,-1.974567917548204,-1.0797289895622602,-1.4691075628337062,0.7982349033752425,-0.6405903089310306,-0.15764323945462258,-0.25914096455973323,1
1.703422561612041,-1.907075271112958,-0.9584273632338576,-1.2977279278911897,0.6415829679926899,-0.67004166628284,0.10015043282275018,-0.6808330507026457,1
-1.8640973017067377,-0.09917582825777928,-0.3297429715056241,-0.6622827701867485,0.0777544562515917,-0.9892534316759375,-0.05224897104552093,0.17760054157870225,1
4.382569877578948,-0.5578186844136973,-0.5269729346764079,0.21863861337418358,-2.076812685569301,-1.4812203918790392,0.9047833365254735,-0.11954169303734287,1
0.8751381603367603,-1.0083929429743435,-0.5389344264265349,-0.6580800527090898,-0.04097410833451079,-0.9149003802550549,0.33298566026352416,-0.09932959108836567,1
0.7381730344988549,-1.264944824714501,-0.5228847201804602,-0.5271502087878932,-0.6440098622636218,-0.9043093758721364,-0.4191414715716579,-0.3334475066788712,1
-0.3604488220786881,-1.5812875063958438,-0.5690833535126143,-0.8541151880985085,-0.29410146373979995,-0.707672049707735,-0.08305288493929136,-0.32887042293665997,1
0.0667866717674362,-1.2569513346450363,-0.43840870543848337,-0.7685340936745892,0.18488725018431412,-0.6975431166958088,0.14239220801553878,-0.1543908831287202,1
-1.7897484730717332,0.04484141511646448,-0.03006360215753988,-0.5501465219248555,0.2948445419927629,-0.7714389734377037,0.012161917245905337,0.1335183615248253,1
0.1917866119650398,0.503574952352044,0.19518225398225825,0.20986542221131863,-0.39883729664406115,-1.1151247834364335,0.3833321929955776,-0.019736720754189932,1
-1.7402080243035003,0.05174268138957052,0.07279901747883928,-0.5033943936397662,0.29113586151791715,-0.6897913240325776,0.025414647562377834,0.1264178382256878,1
1.3150913483042515,-0.2249834384362075,-0.0133347652250279,-0.7335693207983448,1.4233030110665998,-0.4590031456432451,0.8170839825139287,0.342322546110794,1
2.6547784248657944,-1.158461628918565,-0.27070095397914046,0.0243259955680966,-1.7145547343741212,-0.982492237848347,0.46830423740445976,-0.26697745937838346,1
0.34115527040527416,-1.6538289185365478,-0.3160772755284919,-0.4756772966967653,-0.790162117282754,-0.6552468306788222,-0.00946826943782942,-0.360157800163992,1
2.517617789704893,-1.1163878306037067,-0.18717426132435716,-0.014403537572089358,-1.4741884458754815,-0.879251006098961,0.4844020925603804,-0.22404582082699742,1
-2.101431841779305,-0.13670379445539982,0.20800788302807524,-0.5626084827141635,0.3376138711374963,-0.4611340047528671,-0.06098753483271187,0.16528888840518968,1
0.3540317109997195,-1.0606021364841351,-0.03805552415931933,-0.6625157921352192,0.5310225100301685,-0.3656797048636014,0.3115761915119503,-0.0192790436186456,1
0.6701035797138355,-1.3305400788211748,0.00783703979386642,-0.4335098799721197,-0.25893498021647027,-0.3936621524634463,0.21706843845137505,-0.1737036255419436,1
-0.7887769025786449,1.2137789518692361,0.6612059578580812,-0.6933766330100942,0.5690007533113559,-0.05997272669630913,-0.2964368311443497,-0.0392058643226434,1
-1.4517976686510559,-1.4956282970710593,0.15680578571178577,-0.9706022804281725,1.264537515857458,0.09955128718674908,-0.05904264348776726,-0.0849034806262679,1
0.691755067487174,0.7731630402475472,0.7610852048432947,0.48209822483765524,-0.3693834430286477,-0.6758376099853278,-0.5585154799759944,-0.0270068382027317,1
-0.5347789675940429,0.6168362118266568,0.7077598548567194,-0.20174378059207126,0.02940149715627959,-0.2673657763959111,0.3506158157849394,-0.017921474195083276,1
1.1033914213894205,-0.7615611441023453,0.3633148133040172,-0.34853156110017297,0.270545665541853,-0.13240782537996024,-0.6868785997495098,-0.10094193495482166,1
0.9938731272932827,1.6192797307433142,0.9927613637102745,0.1468859084857472,0.0634893171407921,-0.3108407659307112,-0.8552897729584612,-0.128410195441085,1
0.6957348336189217,-0.9179719630236701,0.44984056037179004,-0.4928596222857828,0.7644556780851344,0.03448173047282479,0.46990145743070216,0.09655218996653263,1
1.1356712066600196,-1.3450448956401082,0.34444533334564614,-0.19583611264931652,-0.5196316544371934,-0.16382461252599004,0.29439327515253433,-0.16805703304166095,1
-0.3669716237570707,-2.041150928698945,0.20374639271424463,-0.3832621234929584,-0.729249000059853,-0.07611238694305786,-0.21049761136342515,-0.43540142692354844,1
-0.18282939946237434,0.4615327740586945,0.9969058407598735,0.3865011479922679,0.06449909640096325,-0.35703442881922764,0.37236689405761547,-0.04369546467879831,1
1.431928491893773,-0.27731325100218124,0.7098225786362873,-0.5839671645323739,1.377818407709224,0.27235606995437345,0.8686351668443285,0.3742862336766511,1
1.6529413329449387,-0.8617296313854511,0.6173696536953956,-0.1049657910645795,-0.13565122486073652,0.010090976233692338,-0.24302663399937993,-0.08012306145237247,1
